3158	"Dude, You're a Fag: Masculinity and Sexuality in High School"	Grafton
3159	The Left Hand of Darkness	Pavilion Books
3160	A Great and Terrible Beauty	Macmillan Publishers
3161	Long Day's Journey Into Night	Yale University Press
3162	Don't Read This Book If You're Stupid: Stories	Harvest House
3163	Of Human Bondage	Vintage Books
3164	Never Threaten to Eat Your Co-Workers: Best of Blogs	BBC Books
3165	Stiff: The Curious Lives of Human Cadavers	Happy House
3166	Cutting Right to the Chase	Greenery Press
3167	You Can't Drink All Day If You Don't Start in the Morning	Princeton University Press
3168	Lord of the Flies	Orion Books
3169	Gone with the Wind	Holland Park Press
3170	Into the Killer Sphere	Workman Publishing
3171	"Through the Looking-Glass, and What Alice Found There"	Bellevue Literary Press
3172	The Winter of Our Discontent	HarperCollins
3173	Who's Afraid of Virginia Woolf?	Happy House
3174	Never Let Me Go	Princeton University Press
3175	Ass Goblins of Auschwitz	Random House
3176	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families	Parragon
3177	The Fault in Our Stars	Huffington Post
3178	Apathy and Other Small Victories	Xoanon Publishing
3179	The Monster at the End of this Book	Bison Books
3180	"My Heart May Be Broken, but My Hair Still Looks Great"	Harvest House
3181	Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite	HarperCollins
3182	"You Really Are Full of Shit, Aren't You?"	Random House
3183	Bury My Heart at Wounded Knee: An Indian History of the American West	McGraw-Hill Education
3184	Rush Limbaugh Is a Big Fat Idiot	Zed Books
3185	As Hot as It Was You Ought to Thank Me	Yale University Press
3186	Elvis is Dead And I Don't Feel So Good Myself	Cambridge University Press
3187	Al Capone Does My Shirts	Holland Park Press
3188	Everyone Poops	Harvest House
3189	Invitation to a Beheading	SAGE Publications
3190	"Oh Dad, Poor Dad, Mama's Hung You in the Closet and I'm Feeling So Sad"	Pavilion Books
3191	I Know Why the Caged Bird Sings	Island Press
3192	Running with Scissors	Zed Books
3193	The Postman Always Rings Twice	Capstone Publishers
3194	The Thing About Life is That One Day You'll Be Dead	Huffington Post
3195	Water for Elephants	Holland Park Press
3196	Fat Kid Rules the World	SAGE Publications
3197	The Crying of Lot 49	New Village Press
3198	Nigger	Ablex Publishing
3199	Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right	Carnegie Mellon University Press
3200	"Guns, Germs, and Steel: The Fates of Human Societies"	Island Press
3201	The Solitude of Prime Numbers	Huffington Post
3202	The Celery Stalks at Midnight	Target Books
3203	Freaks I've Met	Orion Books
3204	101 Uses for a Dead Cat	BBC Books
3205	Rape: A Love Story	Princeton University Press
3206	Divine Secrets of the Ya-Ya Sisterhood	John Wiley & Sons
3207	The Age of Innocence	Ablex Publishing
3208	Dirk Gently's Holistic Detective Agency	Chronicle Books
3209	The Unabridged Devil's Dictionary	John Wiley & Sons
3210	Dance Lessons for Zombies	Island Press
3211	Things Fall Apart	UCL Press
3212	Breakfast at Tiffany's	Parragon
3213	Twilight	Bellevue Literary Press
3214	Partial List of People to Bleach	BBC Books
3215	Tis Pity She's a Whore	Dobson Books
3216	Memoirs of a Geisha	Kensington Books
3217	I Never Promised You a Rose Garden	John Wiley & Sons
3218	Are You Loathsome Tonight?: A Collection of Short Stories	Vintage Books
3219	Rampaging Fuckers of Everything on the Crazy Shitting Planet	Target Books
3220	The Fuck-Up	Random House
3221	Lies My Teacher Told Me	Kensington Books
3222	The Great Gatsby	Bellevue Literary Press
3223	"Get Out of My Life, but First Could You Drive Me & Cheryl to the Mall"	Doubleday
3224	Freakonomics: A Rogue Economist Explores the Hidden Side of Everything	Ladybird Books
3225	Live and Let Die	Kensington Books
3226	Avoiding Prison and Other Noble Vacation Goals: Adventures in Love and Danger	Workman Publishing
3227	Much Ado About Nothing	Pavilion Books
3228	Vanity Fair	Bison Books
3229	Blood on the Snow	Ladybird Books
3230	"Pardon Me, You're Stepping on My Eyeball"	Bison Books
3231	Sexting	Europa Press
3232	The Flawless Skin of Ugly People	Macmillan Publishers
3233	Fahrenheit 451	Ladybird Books
3234	"Leave Me Alone, I'm Reading: Finding and Losing Myself in Books"	Xoanon Publishing
3235	"Rode Hard, Put Up Wet"	Princeton University Press
3236	Chicka Chicka Boom Boom	Cambridge University Press
3237	"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch"	Macmillan Publishers
3238	The Driver's Guide to Hitting Pedestrians	Cambridge University Press
3239	"Flow My Tears, the Policeman Said"	UCL Press
3240	Come On Shore and We Will Kill and Eat You All: A New Zealand Story	SAGE Publications
3241	The Kite Runner	McGraw-Hill Education
3242	Elephants on Acid: And Other Bizarre Experiments	Capstone Publishers
3243	Where the Sidewalk Ends	Express Publishing
3244	Even Cowgirls Get the Blues	McGraw-Hill Education
3245	Her Fearful Symmetry	Macmillan Publishers
3246	My Family and Other Animals	Yale University Press
3247	The Name of the Rose	Random House
3248	Far from the Madding Crowd	Capstone Publishers
3249	Knocked Out by My Nunga-Nungas	Target Books
3250	"The Life and Opinions of Tristram Shandy, Gentleman"	New Village Press
3251	The Clumsiest People in Europe	Carnegie Mellon University Press
3252	The Art of Startup Fundraising	Faber and Faber
3253	"I'm Ok, You're Not So Hot"	New Village Press
3254	East of Eden	Vintage Books
3255	Better Living Through Plastic Explosives	UCL Press
3256	Play the Piano Drunk Like a Percussion Instrument U	Orion Books
3257	The Knife of Never Letting Go	Chronicle Books
3258	Sippy Cups Are Not for Chardonnay	Focal Press
3259	A Farewell to Arms	Orion Books
3260	"No Sex Please, I'm Menopausal!"	McGraw-Hill Education
3261	Desolation Angels	Zed Books
3262	"I Kissed a Zombie, and I Liked It"	SAGE Publications
3263	Carp Fishing on Valium	Carnegie Mellon University Press
3264	All My Friends Are Going to Be Strangers	Forum Media Group
3265	The Girl with the Dragon Tattoo	Parragon
3266	Still Life with Woodpecker	New Village Press
3267	The Elegance of the Hedgehog	Ablex Publishing
3268	I Have the Right to Destroy Myself	Target Books
3269	My Boys Can Swim!: The Official Guy's Guide to Pregnancy	Chronicle Books
3270	Ask the Dust	Workman Publishing
3271	From Russia With Love	Vintage Books
3272	"Cooking with Pooh: Yummy Tummy Cookie Cutter Treats, with Four Cookie Cutters"	Parragon
3273	The Absolutely True Diary of a Part-Time Indian	Dobson Books
3274	The Hunt for Red October	Free Press
3275	Wishful Drinking	Pavilion Books
3276	Calico Jack in your Garden	Orion Books
3277	A Connecticut Yankee in King Arthur's Court	BBC Books
3278	First Among Sequels	Xoanon Publishing
3279	Microserfs	Workman Publishing
3280	Mistress of the Art of Death	Pavilion Books
3281	The Tough Coughs As He Ploughs the Dough: Early Writings and Cartoons	Doubleday
3282	Let the Right One In	George Newnes
3283	Twelve Angry Men	Princeton University Press
3284	Fire of Stars and Dragons	Parragon
3285	A Swiftly Tilting Planet	Bellevue Literary Press
3286	"Hold Me Closer, Necromancer"	UCL Press
3287	GRIT The Banter and Brutality of the Late-Night Cab	Dobson Books
3288	"Wood, Talc and Mr. J"	Bison Books
3289	His Dark Materials	Yale University Press
3290	Sexing the Cherry	Xoanon Publishing
3291	Sorcery & Cecelia: or The Enchanted Chocolate Pot	Princeton University Press
3292	The Big Sleep	Europa Press
3293	The Culture of Make Believe	Grafton
3294	Cheese Problems Solved	Random House
3295	The Wind-Up Bird Chronicle	Pavilion Books
3296	The Remains of the Day	Cambridge University Press
3297	The Sweetness at the Bottom of the Pie	Zed Books
3298	A Curse Dark as Gold	Yale University Press
3299	The Melancholy Death of Oyster Boy and Other Stories	Random House
3300	Watership Down	Express Publishing
3301	All the Light We Cannot See	Greenery Press
3302	"The Secret Diary of Adrian Mole, Aged 13 3/4"	SAGE Publications
3303	Swish: My Quest to Become the Gayest Person Ever	Princeton University Press
3304	This Book Does Not Exist Adventures In The Paradoxical	Capstone Publishers
3305	All Shall Be Well; And All Shall Be Well; And All Manner of Things Shall Be Well	Vintage Books
3306	Slouching Towards Bethlehem	Doubleday
3307	Broken Point	Random House
3308	Meeting With Christ and Other Poems	Carnegie Mellon University Press
3309	To Live and Drink in L.A.	Workman Publishing
3310	An Artist of the Floating World	Ablex Publishing
3311	My Life as a White Trash Zombie	Zed Books
3312	The Gates to Love and War	SAGE Publications
3313	Paradise Lost	Faber and Faber
3314	What's Your Poo Telling You?	Happy House
3315	Attack Of The Unsinkable Rubber Ducks	Target Books
3316	Memories of My Melancholy Whores	SAGE Publications
3317	The Invention of Everything Else	Chronicle Books
3318	The Master and Margarita	Xoanon Publishing
3319	Bonk: The Curious Coupling of Science and Sex	Europa Press
3320	The Playboy Sheikh's Virgin Stable-Girl	Target Books
3321	All Families are Psychotic	Focal Press
3322	The Ballad of a Slow Poisoner	HarperCollins
3323	A Brief History of Time	UCL Press
3324	Lost in a Good Book	Target Books
3325	The Yiddish Policemen's Union	Dobson Books
3326	The Bridge To Caracas	BBC Books
3327	We Need to Talk About Kevin	Ablex Publishing
3328	The Shadow of the Wind	UCL Press
3329	A Canticle for Leibowitz	Forum Media Group
3330	A Short History of Nearly Everything	Harvest House
3331	"Women, Fire, and Dangerous Things: What Categories Reveal About the Mind"	Vintage Books
3332	Abraham Lincoln: Vampire Hunter	UCL Press
3333	Bimbos of the Death Sun	Doubleday
3334	The Sweet Far Thing	Yale University Press
3335	Someday This Pain Will Be Useful to You	Express Publishing
3336	The Naked and the Dead	Bellevue Literary Press
3337	P.S. Your Cat Is Dead: A Novel	BBC Books
3338	Silent Spring	Vintage Books
3339	The Kalahari Typing School for Men	Free Press
3340	Jacob Have I Loved	Holland Park Press
3341	Oldest Living Confederate Widow Tells All	Workman Publishing
3342	The Strange Case of Origami Yoda	Vintage Books
3343	Don't Step in the Leadership	Europa Press
3344	"Good Morning, Midnight"	Zed Books
3345	Fierce Invalids Home from Hot Climates	Faber and Faber
3346	The Disreputable History of Frankie Landau-Banks	Huffington Post
3347	The Stars My Destination	Xoanon Publishing
3348	Tell the Wolves I'm Home	Bison Books
3349	Hotel on the Corner of Bitter and Sweet	Bellevue Literary Press
3350	Miss Peregrine’s Home for Peculiar Children	Workman Publishing
3351	The Hangman's Beautiful Daughter	George Newnes
3352	A Language Older Than Words	Island Press
3353	A Room of One's Own	Yale University Press
3354	You Are So Undead to Me	Workman Publishing
3355	"Will You Please Be Quiet, Please?"	Express Publishing
3356	For Darkness Shows the Stars	Ablex Publishing
3357	The Bell Jar	Focal Press
3358	Been Down So Long it Looks Like Up to Me	Grafton
3359	The Da Vinci Code	John Wiley & Sons
3360	Prom Nights from Hell	Zed Books
3361	Island of the Sequined Love Nun	Xoanon Publishing
3362	A Girl Named Zippy	Faber and Faber
3363	Swamp Foetus	BBC Books
3364	Captain Underpants and the Wrath of the Wicked Wedgie Woman	Forum Media Group
3365	"Life As I Blow It: Tales Of Love, Life & Sex . . . Not Necessarily In That Order"	Greenery Press
3366	Catapult Soul	Kensington Books
3367	Words are our Sorcery	Ablex Publishing
3368	This Book Is Not Good for You	Yale University Press
3369	Holes	Focal Press
3370	Brief Interviews with Hideous Men	Bellevue Literary Press
3371	Dancing Shoes and Honky-Tonk Blues	Free Press
3372	Family - The Ties that Bind...And Gag!	Cambridge University Press
3373	Night of the Avenging Blowfish: A Novel of Covert Operations	Bison Books
3374	The Metamorphosis	Xoanon Publishing
3375	"My Darling, My Hamburger"	Happy House
3376	The Salmon of Doubt	Ladybird Books
3377	Houdini Heart	BBC Books
3378	Genie-alogy	Zed Books
3379	The God Eaters	Capstone Publishers
3380	Foop!	Cambridge University Press
3381	"Tie Me Up, Tie Me Down"	Yale University Press
3382	Instruction Manual for the 21st Century Samurai	HarperCollins
3383	My Life and Hard Times	Macmillan Publishers
3384	When I Was Five I Killed Myself	Bellevue Literary Press
3385	The Day of the Jackal	Ablex Publishing
3386	The Violent Bear It Away	Forum Media Group
3387	Pride and Prejudice	Bison Books
3388	If Chins Could Kill: Confessions of a B-Movie Actor	George Newnes
3389	Breakfast of Champions	McGraw-Hill Education
3390	"Because It Is Bitter, and Because It Is My Heart"	Bison Books
3391	"I Loved, I Lost, I Made Spaghetti"	BBC Books
3392	Atonement	Free Press
3393	"You Don't Have to Be Evil to Work Here, But it Helps"	Cambridge University Press
3394	Buddy Holly is Alive and Well on Ganymede	Grafton
3395	Queen Victoria: Demon Hunter	Capstone Publishers
3396	The Sugar Frosted Nutsack	Zed Books
3397	To Say Nothing of the Dog	Harvest House
3398	"Blood Meridian, or the Evening Redness in the West"	New Village Press
3399	Round Ireland with a Fridge	Carnegie Mellon University Press
3400	Bastard Out of Carolina	Carnegie Mellon University Press
3401	Foreskin's Lament	Ablex Publishing
3402	How Stella Got Her Groove Back	Holland Park Press
3403	Pissing in the Gene Pool	Orion Books
3404	From Here to Eternity	Cambridge University Press
3405	The Sisterhood of the Traveling Pants	Chronicle Books
3406	The Glass Books of the Dream Eaters	Chronicle Books
3407	After the Funeral: The Posthumous Adventures of Famous Corpses	BBC Books
3408	A Portrait of the Artist as a Young Man	Huffington Post
3409	Like a Lampshade in a Whorehouse: My Life in Comedy	Parragon
3410	Bonjour tristesse	Capstone Publishers
3411	The Lathe of Heaven	Bellevue Literary Press
3412	The Moor's Last Sigh	George Newnes
3413	Yertle the Turtle and Other Stories	Capstone Publishers
3414	The Atrocity Exhibition	Greenery Press
3415	Angela's Ashes	Bellevue Literary Press
3416	Size 12 Is Not Fat	Island Press
3417	god is Not Great: How Religion Poisons Everything	Pavilion Books
3418	Lightning Thief	Carnegie Mellon University Press
3419	The Indian in the Cupboard	Bison Books
3420	The Outsiders	Grafton
3421	The Reapers are the Angels	Dobson Books
3422	Messages From Heaven	Dobson Books
3423	Flyboy Action Figure Comes with Gas Mask	Bison Books
3424	Last Exit to Brooklyn	John Wiley & Sons
3425	The Three Stigmata of Palmer Eldritch	Princeton University Press
3426	Trick My Truck But Don't Mess With My Heart	Chronicle Books
3427	A Great Big Ugly Man Came Up and Tied His Horse to Me	Cambridge University Press
3428	The Tenderness of Wolves	Doubleday
3429	Bobby's Girl	Doubleday
3430	Interpreter of Maladies	Cambridge University Press
3431	How to Rule the World: A Handbook for the Aspiring Dictator	Kensington Books
3432	Llama Llama Mad at Mama	Random House
3433	The Help	Dobson Books
3434	Dead Man Walking: The Eyewitness Account Of The Death Penalty	Capstone Publishers
3435	Wicked Lovely	Greenery Press
3436	The Handmaid's Tale	Carnegie Mellon University Press
3437	Life 101 : Everything We Wish We Had Learned About Life in School -- But Didn't	Happy House
3438	Oral Sadism and the Vegetarian Personality	SAGE Publications
3439	A Walk to Remember	Doubleday
3440	Everything Is Illuminated	Carnegie Mellon University Press
3441	The Phantom Tollbooth	Europa Press
3442	Fat White Vampire Blues	Europa Press
3443	The League for the Suppression of Celery	Capstone Publishers
3444	Paddy Clarke Ha Ha Ha	Ladybird Books
3445	The Color of Water: A Black Man's Tribute to His White Mother	Target Books
3446	Daughter of Smoke & Bone	Europa Press
3447	"I'd Tell You I Love You, But Then I'd Have to Kill You"	Chronicle Books
